#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Centro Gestor,Des. C. Gestor,G. Función,Des. G. Función,i,j,Programa,Des. Programa,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Pos. Presupuestaria,Fondo,Des. Fondo,Proyecto,Des. Proyecto,Presupuesto 2022
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1504,DIRECCIÓN GENERAL DE PRESUPUESTOS,15040000,DIRECCIÓN GENERAL DE PRESUPUESTOS,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612B,PROGRAMACIÓN Y CONTROL PRESUPUESTARIO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22706,Estudios y trabajos técnicos,G/612B/22706,,,,,20000
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1505,INTERVENCIÓN GENERAL,15050000,INTERVENCIÓN GENERAL,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612C,CONTROL INTERNO Y CONTABILIDAD PÚBLICA,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retribuc básicas y otras remunerac altos cargos,10000,Retribuciones básicas,G/612C/10000,,,,,72180
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1505,INTERVENCIÓN GENERAL,15050000,INTERVENCIÓN GENERAL,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612C,CONTROL INTERNO Y CONTABILIDAD PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12000,Sueldos del Grupo A1 y Grupo A,G/612C/12000,,,,,1737660
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1505,INTERVENCIÓN GENERAL,15050000,INTERVENCIÓN GENERAL,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612C,CONTROL INTERNO Y CONTABILIDAD PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12002,Sueldos del Grupo C1 y Grupo C,G/612C/12002,,,,,474740
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1505,INTERVENCIÓN GENERAL,15050000,INTERVENCIÓN GENERAL,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612C,CONTROL INTERNO Y CONTABILIDAD PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12003,Sueldos del Grupo C2 y Grupo D,G/612C/12003,,,,,28090
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1505,INTERVENCIÓN GENERAL,15050000,INTERVENCIÓN GENERAL,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612C,CONTROL INTERNO Y CONTABILIDAD PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12008,Antigüedad,G/612C/12008,,,,,599030
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1505,INTERVENCIÓN GENERAL,15050000,INTERVENCIÓN GENERAL,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612C,CONTROL INTERNO Y CONTABILIDAD PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12100,Complemento de destino,G/612C/12100,,,,,1422730
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1505,INTERVENCIÓN GENERAL,15050000,INTERVENCIÓN GENERAL,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612C,CONTROL INTERNO Y CONTABILIDAD PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12101,Complementos específicos,G/612C/12101,,,,,2898460
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1505,INTERVENCIÓN GENERAL,15050000,INTERVENCIÓN GENERAL,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612C,CONTROL INTERNO Y CONTABILIDAD PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12148,Complemento por Incapacidad Temporal,G/612C/12148,,,,,20000
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1505,INTERVENCIÓN GENERAL,15050000,INTERVENCIÓN GENERAL,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612C,CONTROL INTERNO Y CONTABILIDAD PÚBLICA,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",160,Cuotas sociales,16000,Seguridad Social,G/612C/16000,,,,,1516330
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1505,INTERVENCIÓN GENERAL,15050000,INTERVENCIÓN GENERAL,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612C,CONTROL INTERNO Y CONTABILIDAD PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22706,Estudios y trabajos técnicos,G/612C/22706,,,,,388450
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1505,INTERVENCIÓN GENERAL,15050000,INTERVENCIÓN GENERAL,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612C,CONTROL INTERNO Y CONTABILIDAD PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22706,Estudios y trabajos técnicos,G/612C/22706,FPA0090005,P.O. FEDER 2014-2020,,,53730
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1505,INTERVENCIÓN GENERAL,15050000,INTERVENCIÓN GENERAL,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,612C,CONTROL INTERNO Y CONTABILIDAD PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22706,Estudios y trabajos técnicos,G/612C/22706,FPA0090006,P.O. FSE 2014-2020,,,57500
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,1,SERVICIOS DE CARÁCTER GENERAL,,,126E,ORDENACIÓN DEL JUEGO,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12000,Sueldos del Grupo A1 y Grupo A,G/126E/12000,,,,,16410
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,1,SERVICIOS DE CARÁCTER GENERAL,,,126E,ORDENACIÓN DEL JUEGO,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12001,Sueldos del Grupo A2 y Grupo B,G/126E/12001,,,,,57670
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,1,SERVICIOS DE CARÁCTER GENERAL,,,126E,ORDENACIÓN DEL JUEGO,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12002,Sueldos del Grupo C1 y Grupo C,G/126E/12002,,,,,33130
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,1,SERVICIOS DE CARÁCTER GENERAL,,,126E,ORDENACIÓN DEL JUEGO,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12003,Sueldos del Grupo C2 y Grupo D,G/126E/12003,,,,,9370
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,1,SERVICIOS DE CARÁCTER GENERAL,,,126E,ORDENACIÓN DEL JUEGO,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12008,Antigüedad,G/126E/12008,,,,,26570
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,1,SERVICIOS DE CARÁCTER GENERAL,,,126E,ORDENACIÓN DEL JUEGO,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12100,Complemento de destino,G/126E/12100,,,,,65440
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,1,SERVICIOS DE CARÁCTER GENERAL,,,126E,ORDENACIÓN DEL JUEGO,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12101,Complementos específicos,G/126E/12101,,,,,111580
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,1,SERVICIOS DE CARÁCTER GENERAL,,,126E,ORDENACIÓN DEL JUEGO,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",160,Cuotas sociales,16000,Seguridad Social,G/126E/16000,,,,,70920
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retribuc básicas y otras remunerac altos cargos,10000,Retribuciones básicas,G/613A/10000,,,,,67670
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12000,Sueldos del Grupo A1 y Grupo A,G/613A/12000,,,,,1065550
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12001,Sueldos del Grupo A2 y Grupo B,G/613A/12001,,,,,360380
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12002,Sueldos del Grupo C1 y Grupo C,G/613A/12002,,,,,474740
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12003,Sueldos del Grupo C2 y Grupo D,G/613A/12003,,,,,308830
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12008,Antigüedad,G/613A/12008,,,,,516480
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12009,Sustituciones,G/613A/12009,,,,,7000
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12100,Complemento de destino,G/613A/12100,,,,,1289370
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12101,Complementos específicos,G/613A/12101,,,,,2266850
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12109,Sustituciones,G/613A/12109,,,,,10000
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12148,Complemento por Incapacidad Temporal,G/613A/12148,,,,,27000
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",160,Cuotas sociales,16000,Seguridad Social,G/613A/16000,,,,,1413910
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACIÓN",216,Equipos para procesos de información,21600,Equipos para procesos de información,G/613A/21600,,,,,12000
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",220,Material de oficina,22001,"Prensa, revistas, libros y otras publicaciones",G/613A/22001,,,,,21800
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",221,Suministros,22107,Impresos y efectos timbrados por tributos cedidos,G/613A/22107,,,,,15000
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22603,Jurídico-contenciosos,G/613A/22603,,,,,25000
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22605,Remuneraciones a agentes mediadores independientes,G/613A/22605,,,,,7991800
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22610,Indemnizaciones stcs y resoluciones adm,G/613A/22610,,,,,25000
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22702,Valoraciones y peritajes,G/613A/22702,,,,,60000
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22706,Estudios y trabajos técnicos,G/613A/22706,,,,,65000
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,15060000,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DEL JUEGO,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,,,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22782,Servicios de carácter informático,G/613A/22782,,,,,1500
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,15080000,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,,,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retribuc básicas y otras remunerac altos cargos,10000,Retribuciones básicas,G/121B/10000,,,,,72180
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,15080000,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,,,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12000,Sueldos del Grupo A1 y Grupo A,G/121B/12000,,,,,721300
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,15080000,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,,,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12001,Sueldos del Grupo A2 y Grupo B,G/121B/12001,,,,,158570
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,15080000,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,,,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12002,Sueldos del Grupo C1 y Grupo C,G/121B/12002,,,,,287060
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,15080000,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,,,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12003,Sueldos del Grupo C2 y Grupo D,G/121B/12003,,,,,224600
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,15080000,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,,,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12008,Antigüedad,G/121B/12008,,,,,250260
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,15080000,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,,,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12009,Sustituciones,G/121B/12009,,,,,60000
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,15080000,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,,,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12100,Complemento de destino,G/121B/12100,,,,,832260
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,15080000,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,,,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12101,Complementos específicos,G/121B/12101,,,,,1526190
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,15080000,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,,,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12109,Sustituciones,G/121B/12109,,,,,100000
