#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Centro Gestor,Des. C. Gestor,G. Función,Des. G. Función,Función,Des. Función,Programa,Des. Programa,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Pos. Presupuestaria,Fondo,Des. Fondo,Proyecto,Des. Proyecto,Presupuesto total - 2014
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),131,Retribuciones complementarias del personal laboral,13101,Complementos específicos,G/422D/13101,,,,,765010.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),131,Retribuciones complementarias del personal laboral,13102,Otros complementos,G/422D/13102,,,,,235930.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),131,Retribuciones complementarias del personal laboral,13109,Sustituciones. Retribuciones complementarias,G/422D/13109,,,,,23940.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),132,Retribuc básicas pers. labor event circ producción,13200,Retribuciones básicas,G/422D/13200,,,,,53790.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),132,Retribuc básicas pers. labor event circ producción,13208,Antigüedad,G/422D/13208,,,,,2320.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),132,Retribuc básicas pers. labor event circ producción,13210,Retribuciones complementarias,G/422D/13210,,,,,16160.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,15,INCENTIVOS AL RENDIMIENTO,151,Gratificaciones,15100,Gratificaciones,G/422D/15100,,,,,14000.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",160,Cuotas sociales,16000,Seguridad Social,G/422D/16000,,,,,5533290.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",163,Gtos y prests sociales pers laboral(exc inst sani),16304,Transporte del personal,G/422D/16304,,,,,15000.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,170,Retribuciones básicas,17000,Sueldos del Grupo A1 y Grupo A,G/422D/17000,,,,,7415110.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,170,Retribuciones básicas,17001,Sueldos del Grupo A2 y Grupo B,G/422D/17001,,,,,5890350.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,170,Retribuciones básicas,17008,Antigüedad,G/422D/17008,,,,,1941380.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,170,Retribuciones básicas,17009,Sustituciones. Retribuciones básicas,G/422D/17009,,,,,580170.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,171,Retribuciones complementarias,17100,Complemento de destino,G/422D/17100,,,,,7256660.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,171,Retribuciones complementarias,17101,Componente general del complemento específico,G/422D/17101,,,,,9712930.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,171,Retribuciones complementarias,17102,Componente sing complemento específico. Org gobier,G/422D/17102,,,,,1353880.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,171,Retribuciones complementarias,17105,Complemento específico por formación permanente,G/422D/17105,,,,,1962440.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,171,Retribuciones complementarias,17109,Sustituciones. Retribuciones complementarias,G/422D/17109,,,,,628520.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422D,ATENCIÓN A LA DIVERSIDAD,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,171,Retribuciones complementarias,17148,Complemento por Incapacidad Temporal,G/422D/17148,,,,,546770.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12003,Sueldos del Grupo C2 y Grupo D,G/422F/12003,,,,,83790.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12008,Antigüedad,G/422F/12008,,,,,12730.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12009,Sustituciones,G/422F/12009,,,,,15000.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12100,Complemento de destino,G/422F/12100,,,,,42710.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12101,Complementos específicos,G/422F/12101,,,,,60230.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12102,Otros complementos,G/422F/12102,,,,,3500.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12109,Sustituciones,G/422F/12109,,,,,20000.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13004,Sueldos del grupo V,G/422F/13004,,,,,291010.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13008,Antigüedad,G/422F/13008,,,,,58730.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13009,Sustituciones. Retribuciones básicas,G/422F/13009,,,,,25000.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),131,Retribuciones complementarias del personal laboral,13101,Complementos específicos,G/422F/13101,,,,,16270.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),131,Retribuciones complementarias del personal laboral,13102,Otros complementos,G/422F/13102,,,,,7000.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),131,Retribuciones complementarias del personal laboral,13109,Sustituciones. Retribuciones complementarias,G/422F/13109,,,,,7500.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",160,Cuotas sociales,16000,Seguridad Social,G/422F/16000,,,,,511310.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,170,Retribuciones básicas,17000,Sueldos del Grupo A1 y Grupo A,G/422F/17000,,,,,5459890.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,170,Retribuciones básicas,17001,Sueldos del Grupo A2 y Grupo B,G/422F/17001,,,,,2190890.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,170,Retribuciones básicas,17008,Antigüedad,G/422F/17008,,,,,1131000.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,170,Retribuciones básicas,17009,Sustituciones. Retribuciones básicas,G/422F/17009,,,,,580170.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,171,Retribuciones complementarias,17100,Complemento de destino,G/422F/17100,,,,,4241210.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,171,Retribuciones complementarias,17101,Componente general del complemento específico,G/422F/17101,,,,,5495170.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,171,Retribuciones complementarias,17102,Componente sing complemento específico. Org gobier,G/422F/17102,,,,,1353880.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,171,Retribuciones complementarias,17105,Complemento específico por formación permanente,G/422F/17105,,,,,1105610.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,171,Retribuciones complementarias,17109,Sustituciones. Retribuciones complementarias,G/422F/17109,,,,,628520.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,422F,EDUCACIÓN PERMANENTE DE ADULTOS,1,GASTOS DE PERSONAL,17,PERSONAL DOCENTE,171,Retribuciones complementarias,17148,Complemento por Incapacidad Temporal,G/422F/17148,,,,,546770.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,423A,PROMOCIÓN EDUCATIVA,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13002,Sueldos del grupo III,G/423A/13002,,,,,1164600.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,423A,PROMOCIÓN EDUCATIVA,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13003,Sueldos del grupo IV,G/423A/13003,,,,,551910.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,423A,PROMOCIÓN EDUCATIVA,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13004,Sueldos del grupo V,G/423A/13004,,,,,211520.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,423A,PROMOCIÓN EDUCATIVA,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13008,Antigüedad,G/423A/13008,,,,,266650.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,423A,PROMOCIÓN EDUCATIVA,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13009,Sustituciones. Retribuciones básicas,G/423A/13009,,,,,37100.0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1804,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,18040000,D.G. RECURSOS HUMANOS Y PROGRAMACIÓN EDUCATIVA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,42,EDUCACIÓN,423A,PROMOCIÓN EDUCATIVA,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),131,Retribuciones complementarias del personal laboral,13101,Complementos específicos,G/423A/13101,,,,,78340.0
