#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Centro Gestor,Des. C. Gestor,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Pos. Presupuestaria,Fondo,Des. Fondo,Presupuesto 2023
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43200,De diversos Ministerios,I/43200,0000000027,Plan estatal vivienda 2022-25 (AGE),8360000
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43290,Mecanismo Recuperación y Resiliencia. Next Generat,I/43290,,,612050
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43290,Mecanismo Recuperación y Resiliencia. Next Generat,I/43290,0000000591,Accesibilidad Universal a la Vivienda,640090
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,46,DE CORPORACIONES LOCALES,460,De ayuntamientos,46000,De ayuntamientos,I/46000,,,92100
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,54,RENTA DE BIENES INMUEBLES,540,Alquileres y productos de inmuebles,54000,Alquileres y productos de inmuebles,I/54000,,,5590000
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,55,"PRODUCTOS, CONCESIONES Y APROVECHAMIENTOS ESPECIAL",550,De concesiones administrativas,55000,De concesiones administrativas,I/55000,,,60000
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,60,DE TERRENOS,600,Venta de solares de naturaleza urbana,60000,Venta de solares de naturaleza urbana,I/60000,0000000959,Patrimonio Público de Suelo de la Región,500000
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,60,DE TERRENOS,601,Venta de suelo para construcción de VPO,60100,Venta de suelo para construcción de VPO,I/60100,0000000959,Patrimonio Público de Suelo de la Región,1000000
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,61,DE LAS DEMÁS INVERSIONES REALES,610,Venta de viviendas,61000,Venta de viviendas,I/61000,,,470000
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",730,Fondo de compensación interterritorial,73000,Fondo de compensación interterritorial,I/73000,,,22404600
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",732,De diversos Ministerios,73200,De diversos Ministerios,I/73200,0000000026,VII PLAN VIVIENDA ESTATAL (AGE),4399280
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",732,De diversos Ministerios,73200,De diversos Ministerios,I/73200,0000000027,Plan estatal vivienda 2022-25 (AGE),6000000
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",732,De diversos Ministerios,73200,De diversos Ministerios,I/73200,0000000929,FONDO DE COHESIÓN TERRITORIAL. AGE,961240
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",732,De diversos Ministerios,73290,Mecanismo Recuperación y Resiliencia. Next Generat,I/73290,,,176550160
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82000,A personal funcionario y no laboral,I/82000,,,30560
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82001,A personal laboral,I/82001,,,23160
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82100,A personal funcionario y no laboral,I/82100,,,92250
17,FOMENTO,1702,SECRETARÍA GENERAL,17020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82101,A personal laboral,I/82101,,,84010
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",30,VENTA DE BIENES,300,Venta de publicaciones,30000,Venta de publicaciones,I/30000,,,10000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,310,Tarifas de publicidad,31000,Tarifas de publicidad,I/31000,,,700
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,311,Derechos de matrícula en cursos y seminarios,31100,Derechos de matrícula en cursos y seminarios,I/31100,,,50000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,312,"Derechos de alojamiento, restauración y residencia",31200,"Derechos de alojamiento, restauración y residencia",I/31200,,,300000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,313,"Entradas a museos, exposiciones y espectáculos",31300,"Entradas a museos, exposiciones y espectáculos",I/31300,,,50000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,318,Otros precios públicos,31800,Otros precios públicos,I/31800,,,4000000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,322,Tasas por dirección e inspección de obras,32200,Tasas por dirección e inspección de obras,I/32200,,,1050000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,327,Tasas en materia de educación,32700,Tasas en materia de educación,I/32700,,,1500000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,329,Otras tasas,32900,Otras tasas,I/32900,,,10000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,380,De ejercicios cerrados,38000,De ejercicios cerrados,I/38000,,,600000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,381,De presupuesto corriente,38100,De presupuesto corriente,I/38100,,,300000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,I/39000,,,1500
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,I/39001,,,6000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39002,Multas y sanciones,I/39002,,,50000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,I/39900,,,300000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43200,De diversos Ministerios,I/43200,0000000929,FONDO DE COHESIÓN TERRITORIAL. AGE,795410
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43200,De diversos Ministerios,I/43200,0000001552,Financiación material escolar,3316400
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43290,Mecanismo Recuperación y Resiliencia. Next Generat,I/43290,,,80931240
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,55,"PRODUCTOS, CONCESIONES Y APROVECHAMIENTOS ESPECIAL",550,De concesiones administrativas,55000,De concesiones administrativas,I/55000,,,200000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",730,Fondo de compensación interterritorial,73000,Fondo de compensación interterritorial,I/73000,,,2581220
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",732,De diversos Ministerios,73290,Mecanismo Recuperación y Resiliencia. Next Generat,I/73290,,,79904150
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82000,A personal funcionario y no laboral,I/82000,,,207200
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82001,A personal laboral,I/82001,,,12460
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82100,A personal funcionario y no laboral,I/82100,,,211880
18,"EDUCACIÓN, CULTURA Y DEPORTES",1802,SECRETARÍA GENERAL,18020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82101,A personal laboral,I/82101,,,35830
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,322,Tasas por dirección e inspección de obras,32200,Tasas por dirección e inspección de obras,I/32200,,,200000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,329,Otras tasas,32900,Otras tasas,I/32900,,,110000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,380,De ejercicios cerrados,38000,De ejercicios cerrados,I/38000,,,3000000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,381,De presupuesto corriente,38100,De presupuesto corriente,I/38100,,,400000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,I/39000,,,180000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,I/39001,,,100000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39002,Multas y sanciones,I/39002,,,1782000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39003,Multas en materia de salud y prevención riesg lab,I/39003,,,1700000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,I/39900,,,20000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43200,De diversos Ministerios,I/43200,0000000060,Formación profesio.ocupacional. OO.AA.EE,46893630
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43290,Mecanismo Recuperación y Resiliencia. Next Generat,I/43290,,,47420600
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43290,Mecanismo Recuperación y Resiliencia. Next Generat,I/43290,0000000564,Inclusión Social en el marco del PRTR,438800
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",434,De organismos autónomos estatales,43400,De organismos autónomos estatales,I/43400,0000000002,Oficinas de Empleo AGE,279000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",434,De organismos autónomos estatales,43400,De organismos autónomos estatales,I/43400,0000000030,Integración laboral personas con discap.,23795660
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",434,De organismos autónomos estatales,43400,De organismos autónomos estatales,I/43400,0000000059,Evalua-acredita competencias prof. AGE,1045860
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",434,De organismos autónomos estatales,43400,De organismos autónomos estatales,I/43400,0000000060,Formación profesio.ocupacional. OO.AA.EE,49000000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",434,De organismos autónomos estatales,43400,De organismos autónomos estatales,I/43400,0000001150,Fomento y Gestión del empleo. OO.AA.EE,46240780
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",434,De organismos autónomos estatales,43400,De organismos autónomos estatales,I/43400,0000011160,Intermediación mercado trabajo. OO.AA.EE,4824000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,46,DE CORPORACIONES LOCALES,461,De diputaciones,46100,De diputaciones,I/46100,0000001960,Planes de empleo. Diputación Toledo,9130020
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,46,DE CORPORACIONES LOCALES,461,De diputaciones,46100,De diputaciones,I/46100,0000001961,Planes de empleo. Diputación Albacete,4788120
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,46,DE CORPORACIONES LOCALES,461,De diputaciones,46100,De diputaciones,I/46100,0000001962,Planes de empleo. Diputación C. Real,6733530
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,46,DE CORPORACIONES LOCALES,461,De diputaciones,46100,De diputaciones,I/46100,0000001963,Planes de empleo. Diputación Cuenca,1869370
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,46,DE CORPORACIONES LOCALES,461,De diputaciones,46100,De diputaciones,I/46100,0000001964,Planes de empleo. Diputación Guadalajara,2415440
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,46,DE CORPORACIONES LOCALES,461,De diputaciones,46100,De diputaciones,I/46100,0000001970,Plan de Promoción Turística,250000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,494,Fondo Social Europeo. FSE,49400,Fondo Social Europeo,I/49400,,,52344430
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,494,Fondo Social Europeo. FSE,49401,Iniciativa de Empleo Juvenil (FSE-YEI),I/49401,,,33192480
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,68,REINTEGROS POR OPERACIONES DE CAPITAL,680,De ejercicios cerrados,68000,De transferencias de capital,I/68000,,,20000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",732,De diversos Ministerios,73290,Mecanismo Recuperación y Resiliencia. Next Generat,I/73290,,,76465730
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",734,De organismos autónomos estatales,73400,De organismos autónomos estatales,I/73400,0000000002,Oficinas de Empleo AGE,5309520
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",734,De organismos autónomos estatales,73400,De organismos autónomos estatales,I/73400,0000000030,Integración laboral personas con discap.,1420000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82000,A personal funcionario y no laboral,I/82000,,,55000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82001,A personal laboral,I/82001,,,10000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82100,A personal funcionario y no laboral,I/82100,,,95000
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,19020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82101,A personal laboral,I/82101,,,15000
21,"AGRICULTURA, AGUA Y DESARROLLO RURAL",2102,SECRETARÍA GENERAL,21020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",30,VENTA DE BIENES,301,Venta de productos agropecuarios,30100,Venta de productos agropecuarios,I/30100,,,10000
21,"AGRICULTURA, AGUA Y DESARROLLO RURAL",2102,SECRETARÍA GENERAL,21020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,311,Derechos de matrícula en cursos y seminarios,31100,Derechos de matrícula en cursos y seminarios,I/31100,,,1500
21,"AGRICULTURA, AGUA Y DESARROLLO RURAL",2102,SECRETARÍA GENERAL,21020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,314,Derechos de plantación de viñedo,31400,Derechos de plantación de viñedo,I/31400,,,5000
21,"AGRICULTURA, AGUA Y DESARROLLO RURAL",2102,SECRETARÍA GENERAL,21020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,318,Otros precios públicos,31800,Otros precios públicos,I/31800,,,5000
21,"AGRICULTURA, AGUA Y DESARROLLO RURAL",2102,SECRETARÍA GENERAL,21020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,322,Tasas por dirección e inspección de obras,32200,Tasas por dirección e inspección de obras,I/32200,,,42440
21,"AGRICULTURA, AGUA Y DESARROLLO RURAL",2102,SECRETARÍA GENERAL,21020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,323,Tasas en materia de agricultura y medio ambiente,32300,Tasas en materia de agricultura,I/32300,,,700000
21,"AGRICULTURA, AGUA Y DESARROLLO RURAL",2102,SECRETARÍA GENERAL,21020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,329,Otras tasas,32900,Otras tasas,I/32900,,,275000
21,"AGRICULTURA, AGUA Y DESARROLLO RURAL",2102,SECRETARÍA GENERAL,21020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,380,De ejercicios cerrados,38000,De ejercicios cerrados,I/38000,,,100000
21,"AGRICULTURA, AGUA Y DESARROLLO RURAL",2102,SECRETARÍA GENERAL,21020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,381,De presupuesto corriente,38100,De presupuesto corriente,I/38100,,,25000
21,"AGRICULTURA, AGUA Y DESARROLLO RURAL",2102,SECRETARÍA GENERAL,21020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,I/39000,,,230000
21,"AGRICULTURA, AGUA Y DESARROLLO RURAL",2102,SECRETARÍA GENERAL,21020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,I/39001,,,20000
