#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Centro Gestor,Des. C. Gestor,G. Función,Des. G. Función,Función,Des. Función,Programa,Des. Programa,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Pos. Presupuestaria,Fondo,Des. Fondo,Proyecto,Des. Proyecto,Presupuesto fondos totales  2013
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513A,CREACIÓN DE INFRAESTRUCTURAS DE CARRETERAS,6,INVERSIONES REALES,60,PROYECTOS DE INVERSIÓN NUEVA,607,Bienes destinados al uso general,60701,Infraestructuras y bienes destinados uso general,G/513A/60701,1701,Convenio carreteras N-420 y N-330A. AGE,JCCM/0000019141,CR-CR-16-281 TRAVESÍA DE HERENCIA,500000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513A,CREACIÓN DE INFRAESTRUCTURAS DE CARRETERAS,6,INVERSIONES REALES,60,PROYECTOS DE INVERSIÓN NUEVA,607,Bienes destinados al uso general,60701,Infraestructuras y bienes destinados uso general,G/513A/60701,1701,Convenio carreteras N-420 y N-330A. AGE,JCCM/0000019031,CR-CU-12-308 REFUERZO CM-420,1858760.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513A,CREACIÓN DE INFRAESTRUCTURAS DE CARRETERAS,6,INVERSIONES REALES,60,PROYECTOS DE INVERSIÓN NUEVA,607,Bienes destinados al uso general,60701,Infraestructuras y bienes destinados uso general,G/513A/60701,1701,Convenio carreteras N-420 y N-330A. AGE,JCCM/0000018825,REFUERZO FIRME CM-420 PROV. CR,1500000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513A,CREACIÓN DE INFRAESTRUCTURAS DE CARRETERAS,6,INVERSIONES REALES,60,PROYECTOS DE INVERSIÓN NUEVA,609,Inmovilizado inmaterial,60902,Aplicaciones informáticas,G/513A/60902,,,JCCM/0000019139,APLICACIONES INFORMATICAS CARRETERAS,7000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513A,CREACIÓN DE INFRAESTRUCTURAS DE CARRETERAS,7,TRANSFERENCIAS DE CAPITAL,72,A ENTIDADES PÚBLICAS DE LA JUNTA,720,A empresas públicas de la Junta,72000,A empresas públicas de la Junta,G/513A/72000,,,JCCM/0000014606,"CN-SP-08-106 AV DE LA SAGRA: T1, T2",8195030.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513A,CREACIÓN DE INFRAESTRUCTURAS DE CARRETERAS,7,TRANSFERENCIAS DE CAPITAL,72,A ENTIDADES PÚBLICAS DE LA JUNTA,720,A empresas públicas de la Junta,72000,A empresas públicas de la Junta,G/513A/72000,,,JCCM/0000014607,CN-SP-08-107 AV DEL IV CENTENARIO FASE I,2324720.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513A,CREACIÓN DE INFRAESTRUCTURAS DE CARRETERAS,7,TRANSFERENCIAS DE CAPITAL,72,A ENTIDADES PÚBLICAS DE LA JUNTA,720,A empresas públicas de la Junta,72000,A empresas públicas de la Junta,G/513A/72000,,,JCCM/0000009112,CR-SP-05-008 CONV. SOCIEDAD CARRETERAS,5847970.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513A,CREACIÓN DE INFRAESTRUCTURAS DE CARRETERAS,7,TRANSFERENCIAS DE CAPITAL,72,A ENTIDADES PÚBLICAS DE LA JUNTA,720,A empresas públicas de la Junta,72000,A empresas públicas de la Junta,G/513A/72000,,,JCCM/0000010840,CR-SP-06-011 CONV. SOCIEDAD CARRETERAS,1840700.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513A,CREACIÓN DE INFRAESTRUCTURAS DE CARRETERAS,7,TRANSFERENCIAS DE CAPITAL,72,A ENTIDADES PÚBLICAS DE LA JUNTA,720,A empresas públicas de la Junta,72000,A empresas públicas de la Junta,G/513A/72000,,,JCCM/0000013077,CR-SP-08-001 CONV. SOCIEDAD CARRETERAS,5778700.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513A,CREACIÓN DE INFRAESTRUCTURAS DE CARRETERAS,7,TRANSFERENCIAS DE CAPITAL,72,A ENTIDADES PÚBLICAS DE LA JUNTA,720,A empresas públicas de la Junta,72000,A empresas públicas de la Junta,G/513A/72000,,,JCCM/0000017478,CR-SP-10-027 CONV. SOCIEDAD CARRETERAS,270600.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12000,Sueldos del Grupo A1 y Grupo A,G/513B/12000,,,,,60090.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12001,Sueldos del Grupo A2 y Grupo B,G/513B/12001,,,,,131980.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12002,Sueldos del Grupo C1 y Grupo C,G/513B/12002,,,,,30370.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12003,Sueldos del Grupo C2 y Grupo D,G/513B/12003,,,,,73720.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12008,Antigüedad,G/513B/12008,,,,,76230.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12009,Sustituciones,G/513B/12009,,,,,4100.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12100,Complemento de destino,G/513B/12100,,,,,174200.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12101,Complementos específicos,G/513B/12101,,,,,287420.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12102,Otros complementos,G/513B/12102,,,,,3550.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12109,Sustituciones,G/513B/12109,,,,,5020.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13002,Sueldos del grupo III,G/513B/13002,,,,,2706290.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13003,Sueldos del grupo IV,G/513B/13003,,,,,3595810.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13004,Sueldos del grupo V,G/513B/13004,,,,,3182900.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13008,Antigüedad,G/513B/13008,,,,,1181520.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13009,Sustituciones. Retribuciones básicas,G/513B/13009,,,,,126970.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),131,Retribuciones complementarias del personal laboral,13101,Complementos específicos,G/513B/13101,,,,,2172690.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),131,Retribuciones complementarias del personal laboral,13102,Otros complementos,G/513B/13102,,,,,1225080.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),131,Retribuciones complementarias del personal laboral,13109,Sustituciones. Retribuciones complementarias,G/513B/13109,,,,,63600.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",160,Cuotas sociales,16000,Seguridad Social,G/513B/16000,,,,,4275790.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",160,Cuotas sociales,16001,Otras,G/513B/16001,,,,,203830.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",163,Gtos y prests sociales pers laboral(exc inst sani),16300,Indemnizaciones por jubilación anticipada,G/513B/16300,,,,,103200.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",163,Gtos y prests sociales pers laboral(exc inst sani),16304,Transporte del personal,G/513B/16304,,,,,24770.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",163,Gtos y prests sociales pers laboral(exc inst sani),16306,Seguros,G/513B/16306,,,,,72360.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACIÓN",214,Elementos de transporte,21400,Elementos de transporte,G/513B/21400,,,,,20000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",225,Tributos,22502,Estatales,G/513B/22502,,,,,10000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22609,Otros,G/513B/22609,,,,,2000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACIONES POR RAZÓN DEL SERVICIO,230,Dietas y locomoción,23000,A personal funcionario y no laboral,G/513B/23000,,,,,7000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACIONES POR RAZÓN DEL SERVICIO,230,Dietas y locomoción,23001,A personal laboral,G/513B/23001,,,,,117000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,6,INVERSIONES REALES,60,PROYECTOS DE INVERSIÓN NUEVA,602,Edificios y otras construcciones,60200,Edificios y otras construcciones,G/513B/60200,,,JCCM/0000017799,CENTRO DE CONSERVACIÓN PRIEGO,206430.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,6,INVERSIONES REALES,60,PROYECTOS DE INVERSIÓN NUEVA,605,Mobiliario y enseres,60500,Mobiliario y enseres,G/513B/60500,,,JCCM/0000014061,ADQUISICIÓN MOBILIARIO,7000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,6,INVERSIONES REALES,61,PROYECTOS DE INVERSIÓN DE REPOSICIÓN,612,Edificios y otras construcciones,61200,Edificios y otras construcciones,G/513B/61200,,,JCCM/0000011191,REPARACIONES CENTROS,110000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,6,INVERSIONES REALES,61,PROYECTOS DE INVERSIÓN DE REPOSICIÓN,613,"Maquinaria, instalaciones y utillaje",61300,Maquinaria,G/513B/61300,,,JCCM/0000007143,ADQUISICIÓN DE MAQUINARIA CARRETERAS,200000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,6,INVERSIONES REALES,61,PROYECTOS DE INVERSIÓN DE REPOSICIÓN,617,Bienes destinados al uso general,61701,Infraestructuras y bienes destinados uso general,G/513B/61701,,,JCCM/0000017782,ACTUACIONES DE SEGURIDAD VIAL,13438670.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,6,INVERSIONES REALES,61,PROYECTOS DE INVERSIÓN DE REPOSICIÓN,617,Bienes destinados al uso general,61701,Infraestructuras y bienes destinados uso general,G/513B/61701,,,JCCM/0000017800,CONSERVACIÓN MEDIOS PROPIOS ALBACETE,2000000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,6,INVERSIONES REALES,61,PROYECTOS DE INVERSIÓN DE REPOSICIÓN,617,Bienes destinados al uso general,61701,Infraestructuras y bienes destinados uso general,G/513B/61701,,,JCCM/0000017777,CONSERVACIÓN MEDIOS PROPIOS CIUDAD REAL,1500000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,6,INVERSIONES REALES,61,PROYECTOS DE INVERSIÓN DE REPOSICIÓN,617,Bienes destinados al uso general,61701,Infraestructuras y bienes destinados uso general,G/513B/61701,,,JCCM/0000017778,CONSERVACIÓN MEDIOS PROPIOS CUENCA,1500000.0
17,FOMENTO,1703,DIRECCIÓN GENERAL DE CARRETERAS,17030000,DIRECCIÓN GENERAL DE CARRETERAS,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,513B,CONSERVACIÓN Y EXPLOTACIÓN DE CARRETERAS,6,INVERSIONES REALES,61,PROYECTOS DE INVERSIÓN DE REPOSICIÓN,617,Bienes destinados al uso general,61701,Infraestructuras y bienes destinados uso general,G/513B/61701,,,JCCM/0000017779,CONSERVACIÓN MEDIOS PROPIOS GUADALAJARA,1500000.0
