#Sección,Denominación Sección,Órgano Gestor,Denominación Órgano Gestor,Capítulo,Denominación Capítulo,Artículo,Denominación Artículo,Concepto,Denominación Concepto,Subconcepto,Denominación Subconcepto,Derechos Reconocidos
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,88436.59
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43200,De diversos Ministerios,1816596.84
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",436,De otros EE.PP. estatales,43600,De otros EE.PP. estatales,2285724
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,46,DE CORPORACIONES LOCALES,460,De ayuntamientos,46000,De ayuntamientos,121346.55
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,5,INGRESOS PATRIMONIALES,51,INTERESES DE ANTICIPOS,511,Intereses largo plazo,51100,Intereses largo plazo,157874.76
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses cuentas bancar,52000,Intereses cuentas bancar,36758.26
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,5,INGRESOS PATRIMONIALES,54,RENTA DE BIENES INMUEBLES,540,Alquileres y p. inmuebles,54000,Alquileres y prod inmuebl,4153412.91
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,60,DE TERRENOS,600,Venta solares nat urbana,60000,Venta solares nat urbana,192147.44
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,60,DE TERRENOS,603,Venta terrenos no urbanos,60300,Venta terrenos no urbanos,925.2
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,610,Venta de viviendas,61000,Venta de viviendas,11618721.75
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,611,Venta garajes y locales,61100,Venta garajes y locales,24598.82
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,615,Venta elementos transport,61500,Venta elementos transport,8655.41
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,619,Venta otras invers reales,61900,Venta otras invers reales,2824
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,68,REINTEGROS O. DE CAPITAL,680,De ejercicios cerrados,68000,De transferencias capital,401423.69
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,68,REINTEGROS O. DE CAPITAL,680,De ejercicios cerrados,68001,De inversiones reales,
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,68,REINTEGROS O. DE CAPITAL,681,De presupuesto corriente,68100,De transferencias capital,
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,68,REINTEGROS O. DE CAPITAL,681,De presupuesto corriente,68101,De inversiones reales,
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",730,FCI,73000,FCI,2500000
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",732,De diversos Ministerios,73200,De diversos Ministerios,10370686.09
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",736,De otros EE.PP. estatales,73600,De otros EE.PP. estatales,2139152.63
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,76,DE CORPORACIONES LOCALES,760,De ayuntamientos,76000,De ayuntamientos,12776.06
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82000,A personal funcionario,6455.86
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82001,A personal laboral,8150.06
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82100,A personal funcionario,81200.12
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82101,A personal laboral,114099.19
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82104,A CC.LL. y otros ent terr,989177.81
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82106,A ayuntamientos. Pol ind,141253
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,87,REMANENTE DE TESORERÍA,870,Remanente de tesorería,87000,Remanente de tesorería,
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,9,PASIVOS FINANCIEROS,93,DEPÓSITOS Y FIANZAS R.,931,Fianzas recibidas,93100,Fianzas recibidas,-823.08
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",30,VENTA DE BIENES,300,Venta de publicaciones,30000,Venta de publicaciones,3725.93
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",30,VENTA DE BIENES,309,Venta de otros bienes,30900,Venta de otros bienes,1768.49
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,310,Tarifas de publicidad,31000,Tarifas de publicidad,10658.51
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,311,Derechos matrícula c y s,31100,Derechos matrícula c y s,1774957.49
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,312,"Derechos alojam, rest y r",31200,Derechos de alojamiento,2708250.73
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,313,"Entradas museos, exposic",31300,Entradas a museos,21785.2
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,318,Otros precios públicos,31800,Otros precios públicos,2214791.48
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,319,Otros ingresos prest serv,31900,Otros ingresos prest serv,5950
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,322,Tasas direc e insp obras,32200,Dirección e inspec. obras,463319.52
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,327,Tasas materia educación,32700,Tasas materia educación,1090320.31
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,329,Otras tasas,32900,Otras tasas,
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,380,De ejercicios cerrados,38000,De ejercicios cerrados,452982.12
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,381,De presupuesto corriente,38100,De presupuesto corriente,779200.65
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,3290.02
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,57604.81
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39002,Multas y sanciones,5834.13
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39009,Otros,
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,112763.01
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,41,DE OO.AA. DE LA JUNTA,410,De OO.AA. de la Junta,41000,De OO.AA. de la Junta,172176.71
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43200,De diversos Ministerios,19864811.74
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43250,Indemnización LOGSE,2617193.3
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",434,De OO.AA. estatales,43400,De OO.AA. estatales,1238385.72
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses cuentas bancar,52000,Intereses cuentas bancar,28601.63
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,54,RENTA DE BIENES INMUEBLES,540,Alquileres y p. inmuebles,54000,Alquileres y prod inmuebl,136.92
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,55,"PRODUCTOS, CONCESIONES",559,Otras concesiones y aprov,55900,Otras concesiones y aprov,172993.83
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,615,Venta elementos transport,61500,Venta elementos transport,100
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,616,Venta mobiliario y enser,61600,Venta mobiliario y enser,
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,6,ENAJENACIÓN INVERSIONES R,68,REINTEGROS O. DE CAPITAL,680,De ejercicios cerrados,68000,De transferencias capital,198472.17
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,6,ENAJENACIÓN INVERSIONES R,68,REINTEGROS O. DE CAPITAL,681,De presupuesto corriente,68100,De transferencias capital,
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",730,FCI,73000,FCI,19906330
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",732,De diversos Ministerios,73200,De diversos Ministerios,10187880.21
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82000,A personal funcionario,25947.64
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82001,A personal laboral,24978.13
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82100,A personal funcionario,720129.87
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82101,A personal laboral,280736.6
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,83,REINEGRO DE DEPÓSITOS,831,Reintegro de fianzas,83100,Reintegro de fianzas,80
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,87,REMANENTE DE TESORERÍA,870,Remanente de tesorería,87000,Remanente de tesorería,
18,"EDUCACIÓN, CIENCIA Y CULTURA",1802,SECRETARÍA GENERAL,9,PASIVOS FINANCIEROS,91,PRÉSTAMOS MONEDA NACIONAL,911,Préstamos recibidos a l/p,91101,Prés rec a l/p  dentro sp,
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,311,Derechos matrícula c y s,31100,Derechos matrícula c y s,1200
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,312,"Derechos alojam, rest y r",31200,Derechos de alojamiento,100303.03
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,319,Otros ingresos prest serv,31900,Otros ingresos prest serv,3598
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,322,Tasas direc e insp obras,32200,Dirección e inspec. obras,
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,329,Otras tasas,32900,Otras tasas,271458.95
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,380,De ejercicios cerrados,38000,De ejercicios cerrados,204390.96
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,381,De presupuesto corriente,38100,De presupuesto corriente,5742.58
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,79690.11
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,38010.04
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39002,Multas y sanciones,750118.25
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39003,Multas salud y prev r lab,2570653.46
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,42295.9
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43200,De diversos Ministerios,1171988.25
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43224,Ayudas previas jubil ant,
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",434,De OO.AA. estatales,43400,De OO.AA. estatales,18242296.03
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,47,DE EMPRESAS PRIVADAS,470,De empresas privadas,47000,De empresas privadas,29432.72
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,48,DE FAMILIAS E INSTIT. SFL,480,De familias e instit sfl,48000,De familias e instit sfl,2132.8
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,494,Fondo Social Europeo. FSE,49400,Fondo Social Europeo,12499448.58
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses cuentas bancar,52000,Intereses cuentas bancar,1399.36
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,68,REINTEGROS O. DE CAPITAL,680,De ejercicios cerrados,68000,De transferencias capital,1800
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,68,REINTEGROS O. DE CAPITAL,681,De presupuesto corriente,68100,De transferencias capital,
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",734,De OO.AA. estatales,73400,De OO.AA. estatales,1460396.82
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82000,A personal funcionario,13183.28
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82001,A personal laboral,
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82100,A personal funcionario,27276.54
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82101,A personal laboral,7999.2
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82105,Otros préstamos y anticip,1166453.18
19,"EMPLEO, IGUALDAD Y JUVENTUD",1902,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,87,REMANENTE DE TESORERÍA,870,Remanente de tesorería,87000,Remanente de tesorería,
20,"INDUSTRIA, ENERGIA Y MEDIO AMBIENTE",2002,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,0
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",30,VENTA DE BIENES,301,Venta  prod agropecuarios,30100,Venta prod agropecuarios,38508.7
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",30,VENTA DE BIENES,309,Venta de otros bienes,30900,Venta de otros bienes,5145.69
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,319,Otros ingresos prest serv,31900,Otros ingresos prest serv,
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,322,Tasas direc e insp obras,32200,Dirección e inspec. obras,10659.83
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,323,Tasas materia agricultura,32300,Tasas materia agricultura,2690117.73
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,323,Tasas materia agricultura,32301,Tasas materia medioambien,2385063.78
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,329,Otras tasas,32900,Otras tasas,2656.52
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,380,De ejercicios cerrados,38000,De ejercicios cerrados,2911887.66
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,381,De presupuesto corriente,38100,De presupuesto corriente,89761.58
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,336275.83
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,74346.08
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39002,Multas y sanciones,2641175.71
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39009,Otros,239536.8
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,286072.07
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43200,De diversos Ministerios,10865263.84
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43210,Censos ganad y lucha plag,303002
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43211,ATRIAS y campos de ensayo,151780
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43212,Control lechero,478225
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43213,ADS ganadera,
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43214,Medidas agroambientales,10669572.16
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43215,Cuota láctea,
