#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Centro Gestor,Des. C. Gestor,G. Función,Des. G. Función,Función,Des. Función,Programa,Des. Programa,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Pos. Presupuestaria,Fondo,Des. Fondo,Proyecto,Des. Proyecto,Presupuesto 2020
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22602,Divulgación y campañas institucionales,G/452A/22602,,,,,8000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22604,Actividades culturales,G/452A/22604,,,,,114000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22606,"Reuniones, conferencias y cursos",G/452A/22606,,,,,26000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22608,Gastos de edición y distribución,G/452A/22608,,,,,2000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22609,Otros,G/452A/22609,,,,,19000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22700,Limpieza y aseo,G/452A/22700,,,,,617200
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22701,Seguridad,G/452A/22701,,,,,486150
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22706,Estudios y trabajos técnicos,G/452A/22706,,,,,42250
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22709,Otros,G/452A/22709,,,,,1800
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",4,TRANSFERENCIAS CORRIENTES,46,A CORPORACIONES LOCALES,464,En materia promoción cultura y del deporte,46411,Cooperación con la Administración local,G/452A/46411,,,JCCM/0000021634,CONTRATACIÓN DE BIBLIOTECARIOS 2018,0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",4,TRANSFERENCIAS CORRIENTES,46,A CORPORACIONES LOCALES,464,En materia promoción cultura y del deporte,46411,Cooperación con la Administración local,G/452A/46411,,,JCCM/0000022230,CONTRATACIÓN DE BIBLIOTECARIOS/AS 2019,600000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,623,Mobiliario y enseres,62300,Mobiliario y enseres. Activable e inventariable,G/452A/62300,,,JCCM/0000009921,ARCHIVO HISTORICO PROVINCIAL DE ALBACETE,5000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,623,Mobiliario y enseres,62300,Mobiliario y enseres. Activable e inventariable,G/452A/62300,,,JCCM/0000009922,ARCHIVO HISTORICO PROVINCIAL DE C.REAL,5000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,623,Mobiliario y enseres,62300,Mobiliario y enseres. Activable e inventariable,G/452A/62300,,,JCCM/0000009923,ARCHIVO HISTORICO PROVINCIAL DE CUENCA,5000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,623,Mobiliario y enseres,62300,Mobiliario y enseres. Activable e inventariable,G/452A/62300,,,JCCM/0000009924,ARCHIVO HISTORICO PROVINCIAL DE GUADALAJ,5000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,623,Mobiliario y enseres,62300,Mobiliario y enseres. Activable e inventariable,G/452A/62300,,,JCCM/0000009925,ARCHIVO HISTORICO PROVINCIAL DE TOLEDO,5000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,623,Mobiliario y enseres,62300,Mobiliario y enseres. Activable e inventariable,G/452A/62300,,,JCCM/0000009916,BIBLIOTECA  DE ALBACETE,2500
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,623,Mobiliario y enseres,62300,Mobiliario y enseres. Activable e inventariable,G/452A/62300,,,JCCM/0000009917,BIBLIOTECA DE CIUDAD REAL,2500
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,623,Mobiliario y enseres,62300,Mobiliario y enseres. Activable e inventariable,G/452A/62300,,,JCCM/0000009918,BIBLIOTECA DE CUENCA,2500
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,623,Mobiliario y enseres,62300,Mobiliario y enseres. Activable e inventariable,G/452A/62300,,,JCCM/0000009919,BIBLIOTECA DE GUADALAJARA,2500
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,624,Equipos para procesos de información,62400,Equip procesos informa. Activable e inventariable,G/452A/62400,,,JCCM/0000003035,EQUIPOS PROCESO INFORMACION,5000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,625,Otro inmovilizado material,62500,Otro inmovil material. Activable e inventariable,G/452A/62500,,,JCCM/0000009921,ARCHIVO HISTORICO PROVINCIAL DE ALBACETE,6600
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,625,Otro inmovilizado material,62500,Otro inmovil material. Activable e inventariable,G/452A/62500,,,JCCM/0000009922,ARCHIVO HISTORICO PROVINCIAL DE C.REAL,6600
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,625,Otro inmovilizado material,62500,Otro inmovil material. Activable e inventariable,G/452A/62500,,,JCCM/0000009923,ARCHIVO HISTORICO PROVINCIAL DE CUENCA,6600
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,625,Otro inmovilizado material,62500,Otro inmovil material. Activable e inventariable,G/452A/62500,,,JCCM/0000009924,ARCHIVO HISTORICO PROVINCIAL DE GUADALAJ,6600
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,625,Otro inmovilizado material,62500,Otro inmovil material. Activable e inventariable,G/452A/62500,,,JCCM/0000009925,ARCHIVO HISTORICO PROVINCIAL DE TOLEDO,6600
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,625,Otro inmovilizado material,62500,Otro inmovil material. Activable e inventariable,G/452A/62500,,,JCCM/0000009910,BIBLIOBUSES DE CUENCA,7500
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,625,Otro inmovilizado material,62500,Otro inmovil material. Activable e inventariable,G/452A/62500,,,JCCM/0000009912,BIBLIOBUSES DE TOLEDO,7500
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,625,Otro inmovilizado material,62500,Otro inmovil material. Activable e inventariable,G/452A/62500,,,JCCM/0000009916,BIBLIOTECA  DE ALBACETE,16000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,625,Otro inmovilizado material,62500,Otro inmovil material. Activable e inventariable,G/452A/62500,,,JCCM/0000009920,BIBLIOTECA  REGIONAL CLM,16000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,625,Otro inmovilizado material,62500,Otro inmovil material. Activable e inventariable,G/452A/62500,,,JCCM/0000009917,BIBLIOTECA DE CIUDAD REAL,16000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,625,Otro inmovilizado material,62500,Otro inmovil material. Activable e inventariable,G/452A/62500,,,JCCM/0000009918,BIBLIOTECA DE CUENCA,16000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,625,Otro inmovilizado material,62500,Otro inmovil material. Activable e inventariable,G/452A/62500,,,JCCM/0000009919,BIBLIOTECA DE GUADALAJARA,16000
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,630,Edificios y otras construcciones,63000,Edificios y otras construcciones,G/452A/63000,,,JCCM/0000009921,ARCHIVO HISTORICO PROVINCIAL DE ALBACETE,0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,630,Edificios y otras construcciones,63000,Edificios y otras construcciones,G/452A/63000,,,JCCM/0000009922,ARCHIVO HISTORICO PROVINCIAL DE C.REAL,0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,630,Edificios y otras construcciones,63000,Edificios y otras construcciones,G/452A/63000,,,JCCM/0000009923,ARCHIVO HISTORICO PROVINCIAL DE CUENCA,0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,630,Edificios y otras construcciones,63000,Edificios y otras construcciones,G/452A/63000,,,JCCM/0000009924,ARCHIVO HISTORICO PROVINCIAL DE GUADALAJ,0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,630,Edificios y otras construcciones,63000,Edificios y otras construcciones,G/452A/63000,,,JCCM/0000009925,ARCHIVO HISTORICO PROVINCIAL DE TOLEDO,0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,630,Edificios y otras construcciones,63000,Edificios y otras construcciones,G/452A/63000,,,JCCM/0000009916,BIBLIOTECA  DE ALBACETE,0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,630,Edificios y otras construcciones,63000,Edificios y otras construcciones,G/452A/63000,,,JCCM/0000009920,BIBLIOTECA  REGIONAL CLM,0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,630,Edificios y otras construcciones,63000,Edificios y otras construcciones,G/452A/63000,,,JCCM/0000009917,BIBLIOTECA DE CIUDAD REAL,0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,630,Edificios y otras construcciones,63000,Edificios y otras construcciones,G/452A/63000,,,JCCM/0000009918,BIBLIOTECA DE CUENCA,0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,630,Edificios y otras construcciones,63000,Edificios y otras construcciones,G/452A/63000,,,JCCM/0000009919,BIBLIOTECA DE GUADALAJARA,0
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,631,"Maquinaria, instalaciones y utillaje",63100,Maquinaria. Activable e inventariable,G/452A/63100,,,JCCM/0000009920,BIBLIOTECA  REGIONAL CLM,12200
18,"EDUCACIÓN, CULTURA Y DEPORTES",1808,VICECONSEJERÍA DE CULTURA Y DEPORTES,18080000,VICECONSEJERÍA DE CULTURA Y DEPORTES,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,45,CULTURA Y DEPORTES,452A,"LIBROS, ARCHIVOS Y BIBLIOTECAS",6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,631,"Maquinaria, instalaciones y utillaje",63101,Instalaciones técnicas. Activable e inventariable,G/452A/63101,,,JCCM/0000009920,BIBLIOTECA  REGIONAL CLM,33000
